src,rel,dst,src_label,dst_label,row_id
node:01d09928-f632-4ae4-8f1a-b69a63f302e2,"""The operator is associated with Flexi France"")",node:bf01dc68-07a6-4802-a7df-ef93b79553d1,"""OPERATOR""","""FLEXI FRANCE""",353
node:bf01dc68-07a6-4802-a7df-ef93b79553d1,"""The business unit REMS, under Flexi France's specific Business Unit 'Flexibles', was involved in the case"")",node:1c94c181-68a7-4aaa-8393-164f2307523b,"""FLEXI FRANCE""","""REMS GENERAL BUSINESS UNIT""",354
node:85f92491-c522-4f6f-8013-587524812206,"<relation_strength not provided><|COMPLETE|>(""entity""",node:7976731d-0cb2-44bd-96fb-c3a47c97740e,"""FLEXI FRANCE CLIENT""","""INCIDENT WAS REPORTED AS CLOSED ON 2/27/2024"">|>""THE CASE INVOLVING THE OPERATOR'S INJURY AT FLEXI FRANCE, LE TRAIT, OCCURRED AND HAS BEEN MARKED 'CLOSED' BY INTELEX SYSTEM OF RECORD"")",355
node:0aeec73e-7a0d-4309-ab58-802b49c009eb,"""2.0 - Unlikely to occur, likelihood value is 2.0""",node:25bfad51-ca59-4fcd-9517-affe30bba7b0,"""BOSUN TEAM REQUESTED TO LIFT GANGLWAY USING STORES CRAWLER'S SOCKET.""",DETAIL_OF_RELATIONSHIP,356
node:bc7eb8ce-e521-4e8a-9c80-0ed1b511f403,"DETAIL_OF_RELATIONSHIP""",node:3cf1c03a-083f-42ff-854d-5d49d53be63e,"""CABLE BLOCKED IN GUARD SHEALE - SOCKET LODGED.""","<SOURCE_ENTITY=""BOSUN TEAM""> <TARGET_ENTITY=""PORT STORES CRAWLER 2"">",357
node:77a5c8e4-084f-41bc-b5b5-ecddfc5fbab0,"DETAIL_OF_RELATIONSHIP""",node:d53c678a-16a5-4436-b1fa-0d7e42da39fe,"""CALL FOR RELEASE OF SOCKET BY USING SLING AROUND LIFEBOAT PLATFORM.""","<SOURCE_ENTITY=""ABS'S, CHIEF OFFICER ON THE BRIDGE""> <TARGET_ENTITY=""PORT STORES CRAWLER 2"">",358
node:0405c6c7-a15e-4cd5-a713-ac70ae55071e,"DETAIL_OF_RELATIONSHIP""",node:c846ad38-709d-4d03-a6e4-5fd89c641f10,"""CALL FOR CRAWLER TO PUT INTO STORED FEATHER.""","<SOURCE_ENTITY=""CHIEF OFFICER ON THE BRIDGE""> <TARGET_ENTITY=""PORT STORES CRAWLER 2"">",359
node:6b61a8d6-d93a-418f-8948-3e05cdf6371c,"""The live electrical cable sparked during pressure washing activity led to an immediate call for emergency response and the workplace location where this Near Miss case occurred"")",node:6a824481-bbd9-4a54-8793-4bf389cb7e47,"""LIVE ELECTRICAL CABLE (230V AC)""","""NORTH SEA ATLANTIC, ABERDEEN, UK""",360
node:a7626920-f7f1-4eaf-b0d4-52f71353e721,ACETYLENE CYLINDERS,node:102865f8-9594-40d1-809c-69177cc25ebf,"""DOUGLAS DE FREITAS ARAÚJO",LANAMENT SYSTEMS,361
node:f5e5fddb-60ef-4904-bfb6-b3e1171d0970,"<r><relationship""",node:d7913147-d94e-4ed1-9f15-d8520207dda9,"""BACK PAIN DURING MANUAL HANDLING INCIDENT - RWC",TOP CORAL DO ATLANTICO (R3/2016-9/30 2:DEADLINE FOR THE BODY_PART OF SYSTEM IQ OEHBASHIOS ENDORSE D),362
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,The Yamal LNG Project was being carried out at Sabetta Site when the accident occurred.,node:8f13a991-34b0-42ab-a192-5ed3ac53390e,YAMAL LNG PROJECT,SABETTA SITE,363
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,"The Yamal LNG Project was undertaken by JSC YAMAL LNG, an organization based in Russia.",node:da3afb47-22a9-40ef-8463-a328ef399b26,YAMAL LNG PROJECT,ORGANIZATION:JSC YAMAL LNG,364
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,"The incident that occurred at the Yamal LNG Project site was categorized as a fall, slip or trip on same level without potential to fall to lower levels.",node:f80e7cc6-7f36-455e-afdf-ffcd3f46f25e,YAMAL LNG PROJECT,INCIDENT_TYPE:ACCIDENT,365
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,"The operating center corresponding to the Yamal LNG Project incident is EMIA in France, Paris.",node:c9d93ffd-c38d-4b88-83d3-551de9d8b8d2,YAMAL LNG PROJECT,ORGANIZATION:EMIA - STLNG - FRANCE - PARIS,366
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,"The incident related to the Yamal LNG Project occurred on November 11th, 2017 and was reported closed by December 2nd, 2018.",node:6a5e769b-38bc-4d40-b1c3-4919ffdee344,YAMAL LNG PROJECT,DATE:11.11.2017-11/17/2017,367
node:e8f6c2d5-ee07-40a2-a14e-db94d07e221a,"No specific equipment was involved in the incident, but it resulted in a sprained ankle injury to one of the workers.",node:9e30d069-4b84-484f-85aa-36632ead8b47,YAMAL LNG PROJECT,EQUIPMENT:N/A-ANKLE SPRAINED INCIDENT_TYPE:SPRAINED ANKLE,368
node:7037c3f4-e987-4ba0-beb7-017325cb7bec,"The injury involved is a sprained ankle, which affected the right ankle.",node:f995be21-db03-4594-b00a-bd8935bd9000,BODY_PART:ANKLE,INJURY_TYPE:SPRAINED ANKLE,369
node:373d8b3c-513b-4aa7-b3c6-3e41a84c1ceb,Antoine had to perform some maintenance tasks at the treatment equipment and was involved in an incident while doing so.,node:e06dafae-4c4f-49bc-9891-92465ef3e897,ANTOINE,TREATERS,370
node:373d8b3c-513b-4aa7-b3c6-3e41a84c1ceb,Antoine backed over and bent the bumper of Treaters' equipment.,node:1c53b87f-e154-432c-8601-cfa8abfc825f,ANTOINE,TREATERS POLES,371
node:fcc6956e-cc08-462f-9ef6-4a6e854bfe8a,"Operator's forklift hit against gate during operations, resulting in a hostage situation and exchange with Aurelia (19.10.2018)
Operator's forklift hit against gate during operations leading to a hostage release involving Samuel Namara, Durke Bataglani and Meggie Tazbah (1 - Very Unlikely)
The Gate was held as a hostage during the same release with Aurelia and Meggie Tazbah, Samuel Namara and Durke Bataglani (2)-Identify all organizations involved, including their roles or functions within this document's context as well as a brief description and relationship strength score based on your analysis from Example 3 (output in English). The entities identified should be formatted following these rules. Entity_types=ORGANIZATION,PERSON,GEOText:The Verdantis Central Institution is set to release its latest policy decision tomorrow at the end of Thursday when on their way homecoming from Firuzi funds in exchange for $8bn worth of green hostages. The Aurelia senior officials are now back-holding 40 years old, who was taken as a well-established firm and (Yurizia",node:1d0968dd-c046-4e6e-a62b-b8e1069268f2,SONILS FORKLIFT OPERATOR,GATE,372
node:fcc6956e-cc08-462f-9ef6-4a6e854bfe8a,GATE,node:0d380a53-e545-4c50-b23c-3dcd99196718,SONILS FORKLIFT OPERATOR,FINANCIAL IMPACT INCIDENT,373
node:85033780-cd90-4f17-a7df-babcb95a32ca,The cutting machine is used by STAR PETROLEUM REFINING PUBLIC COMPAGNY LTD for the task of removing ground wire in their project 072862C001 - 5069 - TE3703 Increase Refinery Sustainable Capacity Feasibility Study on Unknown date,node:1056474f-928c-4a0f-8f1a-636ef9848a52,CUTTING MACHINE,ORGANIZATION,374
node:a2b163a4-ed7d-49b0-b6a1-a43cd7034fff,"""incident_type""",node:4ec80dc4-7472-453c-aaa7-fb9b154f20af,DATE,"<=/COMPLETE|>(""ENTITY""",375
node:f29ed718-7dc3-4ca9-b65d-3251498c3a7f,"""NVEM discovered and eliminated the ignition of insulation (mineral wool) immediately by primary fire extinguishing means at the YAMAL LNG Project in Sabetta Site, Russia on February 19, 2018. The incident was reported to EMIA - STLNG operating center in Paris and is categorized as Fire & Explosion due to an uncontrolled chemical or physical reaction._x000D_The relationship strength score for this case would be determined by the risk matrix values provided, which are not explicitly stated. However, given that there were no personal injuries (severity value of 1) and considering it's a Near Miss with potential damage but less than $100,000 in loss severity, we can infer an initial relationship strength score to be around",node:2e81cd21-7498-435f-89b4-58a7570bb394,"""NVEM""","""YAMAL LNG PROJECT""",376
node:c7cd7095-b2a7-4f6f-bd55-d5c66186c108,"The Shell hanger P6 Crestal was unevenly supported on the hammer stands, leading to its fall.
The Shell hanger P6 Crestal was unevenly supported on stands, which led to its fall. The relationship_description: Improper support of the equipment by hammer stands caused an imbalance leading to a drop.",node:f65174f1-ba62-4477-af4f-07655b09de89,P6 CRESTAL,HAMMER STANDS,377
node:c7cd7095-b2a7-4f6f-bd55-d5c66186c108,"The Shell hanger fell at the workplace in Gremp Campus (Generation Park), which is located in Houston, USA.",node:4a9be4f8-c95a-4dc8-af1c-bc0698b914a8,P6 CRESTAL,"GENERATION PARK HOUMANA, US",378
node:c7cd7095-b2a7-4f6f-bd55-d5c66186c108,"Shell hanger P6 Crestal was dropped during testing at the workplace of SHELL OFFSHORE INC., indicating a mechanical issue in their equipment handling process. The relationship_description: A near-miss incident involving Shell STAR 2017 project, wherein an offshore shell hanger fell from its stand without causing injury but potentially affecting the company' end client reputation and contractual relationships due to safety concerns.
Shell hanger P6 Crestal fell during testing at the workplace of SHELL OFFSHORE INC., indicating a mechanical issue in their equipment handling process. The relationship_description: A dropped shell hanger incident occurred under Shell STAR 2017 project, which is managed by SHELL OFFSHORE INC..",node:c6fc2138-7473-40b7-8932-8470fa7002cd,P6 CRESTAL,SHELL OFFSHORE INC.,379
node:7c42569d-de67-44d5-b23f-9c2a8fe09c62,"<4)<|COMPLETE|>(""entity""",node:01396bd3-7cd8-4a7b-a529-b184788c1665,"""CRANE OPERATOR",DATE (15 JULY 2018)- ACCIDENT OCCURRED ON THIS DATE WITH A DEADLINE TO CLOSE BY 9/8/2018 AND STATUS OF CLOSED. THE LOSS POTENTIAL SEVERITY WAS RATED AS MINOR IMPACT-2.0 USING THE RISK MATRIX.,380
node:7746b4ce-7201-4da1-b60f-64af0594d09b,"The dumper (AP 5T 8442) was the equipment that got stuck in sandy soil, leading to a Near Miss incident on 8/3/2016 at workplace Amalapuram. The likelihood of this happening is Unlikely with a score of 2.0 and potential loss severity value of 1.0",node:78baa728-c5f6-4dd3-93d9-077fe81fad0b,"""AP5T_8442""","""NEAR MISS""",381
node:78baa728-c5f6-4dd3-93d9-077fe81fad0b,"The dumper (AP 5T 8442) was involved in the Near Miss incident where its rear wheel got stuck, leading to no injury or property damage on 8/3/2016 at workplace Amalapuram with a likelihood of Unlikely and potential loss severity value of 1.0",node:b6a6e587-dccf-4acd-8957-a7534db8e9f1,"""NEAR MISS""","""AP 5T 8442""",382
node:cb5064f0-b7d4-42c5-bc59-cd6d0a12ded1,"Operating center corresponding to the selected incident in Region A, managed by TPIndialtd based in New Delhi. The likelihood of this case is Unlikely with a score of 2.0 and potential loss severity value of 1.0.",node:69751ebd-b564-4f39-9b79-29b4dc348344,"""AP 5T_8442""","""REGION A - TPINDTD- INDIA - NEW DELHI""",383
node:01d09928-f632-4ae4-8f1a-b69a63f302e2,"The operator received a minor injury to his face from armour wire during the work process of threading up and down on equipment, with severity 2.0 (Injury - Restricted Work)",node:1c5da169-1f26-41a6-8b51-f2d3e59ed05f,"""OPERATOR""","""IP CUT""",384
node:01d09928-f632-4ae4-8f1a-b69a63f302e2,"The accident occurred due to interaction with the wire during work on armouring equipment, resulting in a cut (Injury - 2.0 severity",node:f5d6b083-383f-4199-b62e-bf5c05511143,"""OPERATOR""","""ARMOR WIRE""",385
node:26d5ff4f-0aed-4e09-8837-071196ed326e,"""The Project Manager reported to HR about an accident involving the project manager and another employee.""",node:04cfa74a-b6e3-4567-b1c5-19e1430cc831,"""CEO GREENTECH INDUSTRIES CEO""","""HR DEPARTMENT MANAGER PROJECT FALCON""",386
node:b40041de-257d-4817-b9b6-29038c2a0701,"EQUIPMENT
OPERATOR",node:db063001-7088-4a6b-b094-fe8f810af34d,STRAWBERRY SHIFT,HYDRAULIC OIL STRAWBERRY,387
node:b40041de-257d-4817-b9b6-29038c2a0701,HYDRAULIC OIL STRAWBERRY,node:9ad6005c-aedd-4e00-984e-d59119e59fa4,STRAWBERRY SHIFT,OPERATOR,388
node:db063001-7088-4a6b-b094-fe8f810af34d,STRAWBERRY SHIFT,node:9ad6005c-aedd-4e00-984e-d59119e59fa4,HYDRAULIC OIL STRAWBERRY,OPERATOR,389
node:f8ef9ab4-5f51-44ef-ab33-91a14f937b78,,node:2370c1a5-e2b1-49af-a663-585d002d0d89,CANIVE PLATES WELDING OPERATION,FIRZABAD CANIVE FLARE REPORTED CASE,390
node:5892dfa5-7d78-4657-9b7f-1d7d553c6b4e,FIRZABAD,node:e9b79420-db70-443b-98b4-3721b9d38b07,"<SAMULOB WOYDING OPERATION, THE NEAR WELDING OPERATION OF AMICOR ORGANIZATION AS A PUBLICLY-LISTED WELFARE OPERATION IN POLYANE AND EXCERCISM (NM), THE POLYANE FMUTEWDING AT>WELDING PROCESS'A",><FIRENTICAL SYENSITES HAMIU GEO CATAHAG<|C,391
node:8cbf41dd-1cce-4971-bee6-ca52c7515880,"The injury to IP' endured a minor burn due to falling slag during welding, which is directly related to the incident.
The body part injured, the upper side of IP's right hand elbow was directly affected by a minor burn due to falling slag during welding.
IP's right hand elbow was injured due to slag falling on it during welding in the workplace.",node:e1283c39-f7a1-4722-973c-3549b7e9fd7e,FIRST AID CASE_XXXX,RIGHT HAND ELBOW,392
node:8cbf41dd-1cce-4971-bee6-ca52c7515880,"The equipment involved in the accident, specifically a lifting hook used during welding was associated with an injury to IP's right hand elbow.
The equipment involved, specifically a lifting hook used for welding, was associated with an incident where slag fell on the right hand elbow.",node:e3a14d48-cac3-4b10-8024-8e6bab3f5ab3,FIRST AID CASE_XXXX,SLAG FALL EQUIPMENT,393
node:8cbf41dd-1cce-4971-bee6-ca52c7515880,"The company involved in the case report, TECHNIP ENERGIES INDIA LIMITED is responsible for handling this incident.
The organization involved in this case report and handling of First Aid Case_XXXX is TECHNIP ENERGIES INDIA LIMITED.",node:1a63062d-6ade-4794-87a0-9b7cc93771fe,FIRST AID CASE_XXXX,TECHNIP ENERGIES INDIA LIMITED,394
node:8cbf41dd-1cce-4971-bee6-ca52c7515880,"The incident occurred at the workplace in Dahej, India which is relevant to this activity and organization's operations.",node:97085698-e1e2-4e34-a61f-0defb902f515,FIRST AID CASE_XXXX,DAHEJ LOCATION,395
node:2f854e5d-1eef-4861-bb97-ab4bf8049263,"<source_entity=""Warehouse gate supplier/Facilities and Gate Supplier""",node:9a0c5e51-bf5e-4b21-bb01-210ce635da63,"""HIGHLING REACH TRUCK TIRE(S)""","WAREHOUSE K-7, GATE BETWEEN HALL A AND B",396
node:2f854e5d-1eef-4861-bb97-ab4bf8049263,"<relationship_description=""The incident was not caused by any AURANCIA""",node:68b493f0-185c-48cc-afbe-785da764c50e,"""HIGHLING REACH TRUCK TIRE(S)""","EQUIPMENT AND MITIGATION EFFORT:DRIVING-FOLLOW SAFE DRIVING RULES AND DRIVING - FOLLOW SAFE DRIVING RULES IN THE LIFE SAVING MATRIX, WHICH WERE (4)",397
node:8f13a991-34b0-42ab-a192-5ed3ac53390e,<>Synergi,node:41504fef-fcbd-424b-ab8e-4b96202b4b6d,SABETTA SITE,"IP'S WORK PROCESS INVOLVED WORK PROCESS: CONSTRUCTION - INSTALLATION AT 03.04.07 PM ON SAKHA REPUBLIC TERRITORY OF SIBERIA, RUSSIA.) THE SLIP AND FALL IS CATEGORIZED AS A TYPE OF ACCIDENT WITHIN THE LIKELIHOOD SCORE BASED ON",398
node:260b8573-91e6-49bd-ac80-73902df00dca,Wellservicer experienced a DP incident involving the loss of effective thrust on the stern.,node:76193706-2194-4e86-a4cd-35106c6f2629,DP INCIDENT,WELLSERVICER,399
node:260b8573-91e6-49bd-ac80-73902df00dca,"The DP Incident occurred at the Wellservicer operating center in Houston, Texas.",node:2e5d6eba-3ceb-4784-b80c-f13dcde7dc08,DP INCIDENT,WELLSERVICE REGION NORTH AMERICA-TPUSA-HOUSTON,400
node:260b8573-91e6-49bd-ac80-73902df00dca,"Wellservicer reported this mechanical equipment condition issue in Aberdeen, UK on 9/17/2016.",node:9d07be05-6a86-4ee5-8df0-f7a9d8316480,DP INCIDENT,WELLSERVICER ABERDEEN UK,401
node:260b8573-91e6-49bd-ac80-73902df00dca,The DP Incident occurred as part of a PDVSA APS project with the deadline for closure set to 4/30/2017.,node:b1d21756-7e2c-4c0b-800b-8dab44e898a9,DP INCIDENT,PDSAMPROJECTTPUSAHOUSTON,402
node:9d07be05-6a86-4ee5-8df0-f7a9d8316480,Closed status for this mechanical - Equipment condition issue on 9/17/2016.,node:384252e5-8260-4c80-82b0-f9fd0352385d,WELLSERVICER ABERDEEN UK,STATUS OF CASE,403
node:b1d21756-7e2c-4c0b-800b-8dab44e898a9,Wellservicer was involved in a mechanical work process for the 027337J001 - PDVSA APS project.,node:76193706-2194-4e86-a4cd-35106c6f2629,PDSAMPROJECTTPUSAHOUSTON,WELLSERVICER,404
node:665250dd-8033-48fa-8e84-74b3ef36aa30,"<source_entity>The ophthalmologist used a needle to remove the second particle in the worker's eye. <br>This relationship is due to current situation where ""a particle removed from his left eye using a cotton bud."" The source entity here being 'needle', and target entities as foreign body (particle) inside IP’ enduring medical treatment.<br>Relationship_strength:8)<|COMPLETE|>(""entity""",node:5fed1f8f-40d6-479e-85de-386b618a8294,"""OPHTHALMOLOGIST REMOVES PARTICLE FROM IP’S LEFT EYE USING NEEDLE""","""LEFT EYE OF IP AND OPHTHALMOLOGIST'S NEEDLE""",405
node:85ee8c5e-4d6e-4dee-8e90-7cb1f9c1bd4a,"""WELLSERVICER CABLES""",node:8d29c6ac-0fda-4297-87f6-29c332d43545,"""WELLSERVICER - DAMAGE INCIDENT- PDVSA DRAGON APS PROJECT – TFO27337J001""","<OPERATING_CENTER>TPUSA - USA - HOUSTON</|>) RELATIONSHIP_STRENGTH:4.5 (THE OPERATING CENTER CORRESPONDING TO THE SELECTED INCIDENT IS IN HOUSTON, TEXAS.)(""ENTITY""",406
node:46b9f6a3-f7b5-4623-92d8-4a1554b85954,"""TECHNIPFMC PLC.""",node:b7d1216b-1aa9-4aa9-8a27-2e28d2b83199,"""TECHNIPFMC PLC.","""WAYNESBURG SERVICE BASE, AS IT IS RESPONSIBLE FOR INCIDENTS THAT OCCUR AT ITS FACILITIES)RELATIONSHIP_STRENGTH: 3.5 (BASED ON PROXIMITY AND THE FACT THAT TECHNIPFMC OPERATES IN THIS LOCATION.)(""ENTITY""",407
node:2572b881-0df7-4580-956d-8ac5cc3efe0e,"""Injury - Scalding Case with skin burn due to hot sparks penetrating coverall"">",node:845ac7b6-eb8e-4865-b86d-1655b8489d09,IP(QC& QA FOR BOMESC),"""INJURY_TYPE""",408
node:2572b881-0df7-4580-956d-8ac5cc3efe0e,"""Incident occurred at the workplace in Tianjin, China during a construction installation process involving hot welding equipment"">",node:77a6d45a-f65f-4ed9-a655-80bbf89b13fb,IP(QC& QA FOR BOMESC),"""ORGANIZATION/LOCATION""",409
node:2572b881-0df7-4580-956d-8ac5cc3efe0e,"""Welding team safety arrived to take the injured IP to hospital for initial treatment"">",node:e9028275-1ba2-4245-8e65-c75dc70e02b4,IP(QC& QA FOR BOMESC),"""EQUIPMENT_OR_GEO/PERSON""",410
node:c16f5645-4246-4122-9adc-ef6d2b6b0942,"""Hot work was immediately stopped by onsite safety officer due to injury risk"">",node:cc0ee043-d8ef-4a7a-8bf7-513b2e00530e,HOT WORK,"""INCIDENT_TYPE/EQUIPMENT_OR_GEO/PERSON""",411
node:0f6c064c-0de5-4740-a69b-7db6878b6477,"""Title for the incident involving scalding injury during hot work"">",node:4ba81e38-6610-424a-b1c2-5b7b8b076c3d,"MTC-61402S-YAMAL LNG-BOMESC YARD-TIANJIN-JUL.5, 2016-SCALDING CASE(TITLE OF CASE)","""INCIDENT_TYPE/EQUIPMENT_OR_GEO""",412
node:fc5c52da-af0c-4e06-b2fd-2b6accf35531,"Employee ground off tack welds holding a steel angle and accidentally caused it to fall on his finger.
Employee accidentally released a steel angle that led to his finger being crushed.",node:96579aa2-046b-4322-94c9-ffc3df11a871,SPITZER EMPLOYEE,STEEL ANGLE,413
node:fc5c52da-af0c-4e06-b2fd-2b6accf35531,"Employee got injured in a fall, which falls under Accident - Unlikely to occur with likelihood 2.0 and criticality of the case is high at 8 on Risk Matrix.",node:d45a661d-55c6-4c1a-9934-715d5af316fa,SPITZER EMPLOYEE,INCIDENT TYPE AND LOCATION,414
node:29eccaf8-36e2-4bbe-9fe4-2dc931c9b593,Steel Angle fell and crushed Spitzer Employee's Left Middle Finger.,node:96579aa2-046b-4322-94c9-ffc3df11a871,LEFT MIDDLE FINGER,STEEL ANGLE,415
node:78524b94-efc1-4891-abcd-3003e8333ef2,"The case is an Accident where the employee got injured while working with equipment at workplace, which falls under Ergonomics - Manual handling category. The likelihood of this type of incident occurring was rated as Unlikely (2) and had a criticality score of 8 on the Risk Matrix.",node:e1805a14-1f75-4219-b2d6-f8d2abd8846e,INCIDENT TYPE,ACCIDENT,416
node:51ae8258-1837-4c0a-a76c-86a25045f156,"<relation_strength>5)<|COMPLETE|>(""entity""",node:dfc90031-107a-411d-939b-0fe97d9992ae,DATE OF INCIDENT AND CLOSING DEADLINE,9/20/2DE17 - 9/30/2017,417
node:e0eae9f1-ae61-4d80-aa74-20f5404e0788,"""Unknown, Tianjin, China, Asia Pacific""",node:c6f355de-5f4d-4226-8b02-585e83a59b31,"""BLAST RELIEF WALL PANELS""","""WORKPLACE LOCATION""",418
node:e0eae9f1-ae61-4d80-aa74-20f5404e0788,"""The incident is related to the project titled 034693C0 end of document.(""entity""",node:341967fc-ce11-4e54-87e2-418360908cc3,"""BLAST RELIEF WALL PANELS""","""CLIENT FOR CASE - PROJECT TITLE '034693C009 - YAMAL LNG'""",419
node:ddfe6501-d1db-4ec3-aad1-db91ccdcc598,"EQUIPMENT"">3.0</>Relationship description: This case is an Accident involving Damage, where the type of impact was Collision and Severity selected in Risk Matrix as Less than 100,000 Euros with a severity value for this case being 4.0",node:ac2bd260-d64a-44a5-85f3-7ce9a0af7867,"""NON-TECHNIP OWNED - SCA-DA (RTA) 12 - 2529 TAP- KORCA - 20/04/2017 - PICK-UP COLLIDED HEAD-ON WITH A THIRD-PARTY TRUCK.""","<SOURCE_ENTITY=""PICK-UP""",420
node:a9d0c708-235b-4fc5-bcb5-ee62e58c46cd,"""As an operator, Turner is responsible for tracking the crane onto mats and ensuring its safety"")
""The operator was responsible for tracking the crane onto mats, which led to damage"">)
""The operator is in charge of tracking this crane onto mats at the workplace"">)",node:898d8b75-5cff-4b2d-9023-25fd056062ba,"""TURNER CRANE OPERATOR""","""MANITOWOC 14000 CRANE""",421
node:a9d0c708-235b-4fc5-bcb5-ee62e58c46cd,"""As an operator, Turner was on-site where the damaged manhole underneath a starter mat occurred at boilers location"">)
""As an operator at boilers location where a damaged manhole was found underneath the starter mat, Turner is directly related to this incident"">)",node:8b05dc12-8861-4167-8eb9-acae8012e830,"""TURNER CRANE OPERATOR""","""BOILERS""",422
node:a9d0c708-235b-4fc5-bcb5-ee62e58c46cd,"""INCIDENT_TYPE - Damaged Manhole at Boilers on 4/24/2017, which is when Turner was operating the crane and caused damage to a manhole"">)
""This incident involving damage to a manhole occurred on 4/24/2017, which is the deadline for reporting this case"">)
""This incident occurred on 4/24/2017, which is when Turner was operating the crane and caused damage to a manhole"">)",node:019b7b26-d3f2-4001-8528-c04004221ce1,"""TURNER CRANE OPERATOR""","""DATE""",423
node:898d8b75-5cff-4b2d-9023-25fd056062ba,"""The crane was being tracked onto mats near the boilers, where it caused damage to a manhole"">)
""The damaged manhole was found underneath a starter mat at the boilers location"">)
""The crane being tracked onto mats at boilers location caused the damage of a manhole underneath it"">)",node:8b05dc12-8861-4167-8eb9-acae8012e830,"""MANITOWOC 14000 CRANE""","""BOILERS""",424
node:8b05dc12-8861-4167-8eb9-acae8012e830,"""The damaged body part (manhole) occurred on 4/24/2017, which is when Turner was operating the crane at boilers location"">)",node:019b7b26-d3f2-4001-8528-c04004221ce1,"""BOILERS""","""DATE""",425
node:eb7dce51-0479-424b-9e31-bd5023ee52aa,DATE,node:b203e672-0046-4ef0-aad2-d8427df541de,"""LOCATION - USA- HOUSTON""|>ORGANIZATION",REGION NORTH AMERICA,426
node:bd8797a5-da4a-416f-ba1c-0641e1eb678a,"""Client AND HES LOVINGLY LIVER SPILL BREAK OUT INCUSTOWN CORP.SEARCH ORGANIZATION",node:28125dad-21db-4c3f-8b82-3d18c0088ff5,"""NORTH SEA GIANT WORKPLACE, ABERDEEN, UK""","""EQUINOR ENERGY AS.""",427
node:12214c55-70aa-4687-b0af-3748f625c930,"The equipment fell from PAR 200 Deck to Deck 'E' Platform, causing a near miss incident. The relationship strength is based on the fact that this was an accidental event with potential for injury but no actual harm occurred.",node:c86d89ce-d887-48a3-968d-2198453fe241,PIECE OF CABLE TRAY EQUIPMENT,PAR 200 DECK F,428
node:7dc62ae4-7d7b-4e0b-9676-540871f74891,FIRUZABAD,node:b45d843b-e8ae-41eb-b0f6-815d24d6d914,CONTRACTOR,HPU,429
node:652568a6-6757-452a-aa62-5c09f7f1a2bd,FIRUZABAD,node:bb051a4b-a5e9-40e5-b046-949bf3000592,"""FIRST AID CASE""",IP,430
node:c27bf2b9-5779-49b5-8599-4212ba9afd54,LOCATION,node:81d5b28f-f846-4a99-a319-8e8175fb31e8,"""IP""","""FIRUZABAD""",431
node:bb051a4b-a5e9-40e5-b046-949bf3000592,"""FIRUZABAD TOFASK""
EQUIPMENT/GEO",node:07f3427e-1c0d-4f36-bbb9-1c9f9ae4c1ea,IP,"""FIRST AID CASE - 073111C001""",432
node:b06fa5d4-dd8c-4e0d-b36f-35ebc4b95a38,<CORPSE BODY,node:3ad9443e-dfc3-4d58-9b3b-e014a5d6dcb4,BODY_PARTS,"""ENTITY""",433
node:3ad9443e-dfc3-4d58-9b3b-e014a5d6dcb4,PERSON,node:3294fb4b-58c3-4632-9a46-0ef356174541,"""ENTITY""",<WINCH OPERATOR NAMARA,434
node:577acaef-d725-4bb6-9a7f-76ea7b88a53d,"The crew member reported the knee pain on 12/15/2016 while working in Marine Operations process aboard Shell Australia Pty Ltd's project 'PRELUDE FLNG-SUBSEA INSTALLATION'. The likelihood of this incident occurring again is rated as (1 - Very Unlikely) to occur with a value of 1.0.)<|COMPLETE|>(""entity""",node:674c64ca-0d27-4b30-b87e-38a664606cfc,"""CREWMAN'S KNEE PAIN REPORTED AT WORKPLACE DEEP ORIENT, ABERDEEN, UK, EUROPE.""",INCIDENT_TYPE AND LOCATION OF INCIDENT,435
node:e6300127-08b8-4039-a56b-6b23318f1ff1,DATE AND WORK PROCESS ASSOCIATED WITH CASE,node:7ed55173-c5a6-4709-91f2-aaf004cf956c,"""CREWMAN'S KNEE INJURY ON SHIP DEEP ORIENT INCIDENT REPORTED IN ABERDEEN, UK, EUROPE.""","INJURY_TYPE AND LOCATION OF INCIDENT REPORTED ON DATE 12/15/2016""",436
node:721cf61c-95ee-47d4-841d-d0ab742c2fb7,EQUIPMENT,node:65dcc84f-b145-4399-93be-872ebcff32bc,DRIVER,EQUIPMENT(RATCHET STAMP),437
node:721cf61c-95ee-47d4-841d-d0ab742c2fb7,GEO,node:22dab0c2-5252-43e1-b9c7-95069aa17924,DRIVER,"LOCATION(BRIGHTON SERVICE BASE, BRITMOUTH, USA)",438
node:721cf61c-95ee-47d4-841d-d0ab742c2fb7,GEO,node:68d17bd1-5ba2-479d-8024-a4b6a709bd5e,DRIVER,"LOCATION(BRIGHTON, USA)",439
node:721cf61c-95ee-47d4-841d-d0ab742c2fb7,GEO,node:e5885cc3-97ae-494d-84e7-28eab1fcad95,DRIVER,LOCATION(NORTH AMERICA),440
node:721cf61c-95ee-47d4-841d-d0ab742c2fb7,<Date>,node:f7fe72df-644f-4988-b197-4d1f44ae04ea,DRIVER,DATE(3/18/2019),441
